Female,United States,31,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,Spark / MLlib,Deep learning,C/C++/C#,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Friends network,Online courses,Personal Projects,Stack Overflow Q&A",,,,,,Somewhat useful,,,,,Somewhat useful,Very useful,,Very useful,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor's degree,Mathematics or statistics,3 to 5 years,,"Online courses (coursera, udemy, edx, etc.)",75,25,0,0,0,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning","Logistic Regression,Neural Networks - RNNs",A doctoral degree,Technology,100 to 499 employees,Increased slightly,More than 10 years,"A friend, family member, or former colleague told me",Very important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,"Text data,Relational data",Always,100GB,"Neural Networks,Regression/Logistic Regression","C/C++,Hadoop/Hive/Pig,Java,Jupyter notebooks,Perl,Python,R,Spark / MLlib,Unix shell / awk",,,,Sometimes,,,,,Rarely,,,,,,Rarely,,Rarely,,,,,,,,,,,,,Most of the time,Rarely,,Rarely,,,,,,,,Rarely,,,,,,,Most of the time,,,,"Logistic Regression,Neural Networks",,,,,,,,,,,,,,,,Often,,,,Often,,,,,,,,,,,,,,50,0,30,5,15,0,Enough to tune the parameters properly,"Company politics / Lack of management/financial support for a data science team,Difficulties in deployment/scoring,Dirty data,Lack of data science talent in the organization,Limitations of tools,Need to coordinate with IT,Privacy issues,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",Often,,,Sometimes,Most of the time,,,,Sometimes,,,,Most of the time,,Most of the time,,Often,,Often,,,,51-75% of projects,More internal than external,Standalone Team,None,Dirty/incomplete data,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Company Developed Platform,,"Bitbucket,Generic cloud file sharing software (Dropbox/Box/etc.),Git,Subversion",Rarely,"110,000",USD,Has increased between 6% and 19%,8,,,,,,,,,,,,,,,,,,
Male,United States,29,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by a company that doesn't perform advanced analytics,R,Social Network Analysis,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Company internal community,Kaggle,Podcasts,Stack Overflow Q&A,Textbook,Tutoring/mentoring,YouTube Videos",,,,Somewhat useful,,,Very useful,,,,,,Somewhat useful,Somewhat useful,Somewhat useful,,Somewhat useful,Very useful,"Becoming a Data Scientist Podcast,Talking Machines Podcast,The Data Skeptic Podcast",< 1 year,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Necessary,Necessary,Unnecessary,Unnecessary,Unnecessary,,,,,Laptop or Workstation and local IT supported servers,2 - 10 hours,Experience from work in a company related to ML,No,Master's degree,A social science,Less than a year,Business Analyst,Self-taught,100,0,0,0,0,0,Survival Analysis,"Decision Trees - Random Forests,Ensemble Methods,Logistic Regression","Some college/university study, no bachelor's degree",Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,0,Very Important,Very Important,Very Important,Not important,Very Important,Very Important,Very Important,Not important,Very Important,Somewhat important,Very Important,Very Important,Not important,Not important,Somewhat important,Not important
Female,Chile,32,Employed full-time,,,Yes,,Business Analyst,Poorly,Employed by government,Hadoop/Hive/Pig,Rule Induction,R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),I collect my own data (e.g. web-scraping),University/Non-profit research group websites","College/University,Online courses,YouTube Videos",,,Very useful,,,,,,,,Very useful,,,,,,,Very useful,"KDnuggets Blog,O'Reilly Data Newsletter",,,,,,,,,,,,,,,,,,,Yes,Master's degree,,3 to 5 years,"Business Analyst,Data Analyst,Data Miner,Data Scientist,Predictive Modeler,Researcher",University courses,0,20,30,50,0,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Support Vector Machines (SVMs)",High school,Other,100 to 499 employees,Stayed the same,Less than one year,I was contacted directly by someone at the company (e.g. internal recruiter),Very important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,Relational data,Rarely,10MB,"Decision Trees,Regression/Logistic Regression,SVMs","Python,R,RapidMiner (free version),SQL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,,Most of the time,,Rarely,,,,,,,Most of the time,,,,,,,,,,"Association Rules,Cross-Validation,Data Visualization,Decision Trees,kNN and Other Clustering,Logistic Regression,PCA and Dimensionality Reduction,Random Forests,Segmentation,Simulation",,Sometimes,,,,Sometimes,Most of the time,Sometimes,,,,,,Sometimes,,Most of the time,,,,,Most of the time,,Rarely,,,Most of the time,Most of the time,,,,,,,40,20,0,30,10,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Explaining data science to others,Lack of data science talent in the organization,Need to coordinate with IT,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",Often,,,,,,,,Most of the time,,,,,,Most of the time,,,,Sometimes,,,,51-75% of projects,Entirely internal,Business Department,DEIS;Public Data from Goverment,Understand the business behavior and support planing processes,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Email,Share Drive/SharePoint",,"Generic cloud file sharing software (Dropbox/Box/etc.),Git",Sometimes,2100000,CLP,Has increased between 6% and 19%,10 - Highly Satisfied,,,,,,,,,,,,,,,,,,
Male,United States,26,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by company that makes advanced analytic software,TensorFlow,Time Series Analysis,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,Google Search,Government website,I collect my own data (e.g. web-scraping)","Blogs,Friends network,Kaggle,Newsletters,Official documentation,Online courses,Personal Projects,Podcasts,Stack Overflow Q&A,Textbook,YouTube Videos",,,,,,,,,,,,,,,,,,,"Data Machina Newsletter,Linear Digressions Podcast,Other (Separate different answers with semicolon)",,,,,,,,,,,,,,,,,,,,Master's degree,A social science,3 to 5 years,Other,"Online courses (coursera, udemy, edx, etc.)",45,15,0,0,0,40,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression",A doctoral degree,Technology,10 to 19 employees,Increased slightly,1-2 years,"A friend, family member, or former colleague told me",Somewhat important,Build and/or run a machine learning service that operationally improves your product or workflows,"Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...)",Relational data,Most of the time,1GB,Regression/Logistic Regression,"Amazon Web services,Python,R,SQL",,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,Rarely,,,,,,,,,Often,,,,,,,,,,"Logistic Regression,Time Series Analysis",,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,Sometimes,,,,10,20,65,5,0,0,"Enough to code it again from scratch, albeit it may run slowly","Company politics / Lack of management/financial support for a data science team,Difficulties in deployment/scoring,Dirty data,Lack of data science talent in the organization,Lack of significant domain expert input,Maintaining responsible expectations about the potential impact of data science projects,Organization is small and cannot afford a data science team,Privacy issues,The lack of a clear question to be answering or a clear direction to go in with the available data",,,,,,,,,,,,,,,,,,,,,,,76-99% of projects,Approximately half internal and half external,Standalone Team,,,Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Company Developed Platform,,Git,Sometimes,95000,USD,Has increased 20% or more,7,,,,,,,,,,,,,,,,,,
Male,Israel,45,"Independent contractor, freelancer, or self-employed",,,Yes,,Computer Scientist,Fine,"Employed by non-profit or NGO,Self-employed",Python,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,I collect my own data (e.g. web-scraping)","Kaggle,Textbook",,,,,,,Very useful,,,,,,,,Very useful,,,,O'Reilly Data Newsletter,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Some college/university study without earning a bachelor's degree,Computer Science,More than 10 years,"Computer Scientist,Data Analyst","Online courses (coursera, udemy, edx, etc.)",15,55,15,0,15,0,Other (please specify; separate by semi-colon),,"Some college/university study, no bachelor's degree",Non-profit,,,,,Important,Analyze and understand data to influence product or business decisions,Basic laptop (Macbook),"Text data,Relational data",,,,"Java,Jupyter notebooks,Python,R,SQL",,,,,,,,,,,,,,,Rarely,,Rarely,,,,,,,,,,,,,,Most of the time,,Sometimes,,,,,,,,,Most of the time,,,,,,,,,,Text Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,,,,,45,10,10,5,30,0,Enough to run the code / standard library,"I prefer not to say,Scaling data science solution up to full database",,,,,,,Often,,,,,,,,,,,Rarely,,,,,10-25% of projects,Entirely internal,IT Department,,,"Column-oriented relational (e.g. KDB/MariaDB),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Commercial Data Platform,Email",,"Generic cloud file sharing software (Dropbox/Box/etc.),Generic non-cloud file sharing software (Email/Shared Server/etc.)",Always,,,I do not want to share information about my salary/compensation,8,,,,,,,,,,,,,,,,,,
Male,Canada,31,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Official documentation,Online courses,Personal Projects,Textbook",,,,,,,Very useful,,,Somewhat useful,Somewhat useful,Very useful,,,Very useful,,,,KDnuggets Blog,,,,,,,,,,,,,,,,,,,No,Master's degree,Computer Science,3 to 5 years,Data Analyst,University courses,50,0,20,30,0,0,"Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression",A master's degree,Hospitality/Entertainment/Sports,"1,000 to 4,999 employees",Increased slightly,1-2 years,A general-purpose job board,Important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,Relational data,,,,"Cloudera,Hadoop/Hive/Pig,Impala,Java,Python,Spark / MLlib,Tableau",,,,,Most of the time,,,,Most of the time,,,,,Most of the time,Rarely,,,,,,,,,,,,,,,,Rarely,,,,,,,,,,Rarely,,,,Most of the time,,,,,,,Association Rules,,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,20,30,0,"Enough to code it again from scratch, albeit it may run slowly","Company politics / Lack of management/financial support for a data science team,Dirty data",Often,,,,Most of the time,,,,,,,,,,,,,,,,,,51-75% of projects,Do not know,Standalone Team,,,"Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Commercial Data Platform,,Other,Never,70000,,Has increased between 6% and 19%,6,,,,,,,,,,,,,,,,,,
Male,United States,58,Employed full-time,,,No,Yes,Engineer,Perfectly,Employed by a company that performs advanced analytics,Python,"Ensemble Methods (e.g. boosting, bagging)",Python,I collect my own data (e.g. web-scraping),"Blogs,Official documentation,Online courses,Personal Projects,Stack Overflow Q&A,Textbook",,Very useful,,,,,,,,Somewhat useful,Very useful,Very useful,,Very useful,Very useful,,,,"KDnuggets Blog,R Bloggers Blog Aggregator",3-5 years,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,Necessary,Unnecessary,Nice to have,Nice to have,,,,"Coursera,Udacity","Gaming Laptop (Laptop + CUDA capable GPU),GPU accelerated Workstation",,Online Courses and Certifications,Sort of (Explain more),Master's degree,Electrical Engineering,3 to 5 years,Engineer,"Online courses (coursera, udemy, edx, etc.)",30,70,0,0,0,0,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression",High school,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,0,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Not important,Not important
Male,United States,28,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,QlikView,Social Network Analysis,R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search","Company internal community,Kaggle,Online courses,Stack Overflow Q&A,YouTube Videos",,,,Somewhat useful,,,Very useful,,,,Somewhat useful,,,Very useful,,,,Somewhat useful,"KDnuggets Blog,R Bloggers Blog Aggregator",,,,,,,,,,,,,,,,,,,,Master's degree,Computer Science,1 to 2 years,"Computer Scientist,Software Developer/Software Engineer",University courses,0,0,40,40,20,0,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Survival Analysis,Time Series","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs",A master's degree,CRM/Marketing,"1,000 to 4,999 employees",Decreased slightly,More than 10 years,A general-purpose job board,Very important,Analyze and understand data to influence product or business decisions,"Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and private datacenters","Text data,Relational data",Always,1TB,"Bayesian Techniques,Regression/Logistic Regression","Amazon Web services,IBM SPSS Modeler,IBM SPSS Statistics,Microsoft Excel Data Mining,Python,R,SQL",,Most of the time,,,,,,,,,Sometimes,Sometimes,,,,,,,,,,,Sometimes,,,,,,,,Most of the time,,Most of the time,,,,,,,,,Sometimes,,,,,,,,,,"A/B Testing,Association Rules,Bayesian Techniques,Data Visualization,Logistic Regression,Prescriptive Modeling,Segmentation,Time Series Analysis",Most of the time,Often,Often,,,,Most of the time,,,,,,,,,Most of the time,,,,,,Most of the time,,,,Often,,,,Most of the time,,,,30,30,10,10,20,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Lack of data science talent in the organization,Lack of significant domain expert input,Limitations of tools",Often,,,,,,,,Often,,Often,,Often,,,,,,,,,,100% of projects,More internal than external,Central Insights Team,,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Share Drive/SharePoint,,"Generic non-cloud file sharing software (Email/Shared Server/etc.),Git",Rarely,,,Has stayed about the same (has not increased or decreased more than 5%),6,,,,,,,,,,,,,,,,,,
Male,United States,58,Employed full-time,,,Yes,,Computer Scientist,Fine,Employed by college or university,TensorFlow,Bayesian Methods,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,YouTube Videos",,,,,,,Very useful,,,,Very useful,Very useful,,Somewhat useful,Somewhat useful,,,Somewhat useful,"No Free Hunch Blog,O'Reilly Data Newsletter,R Bloggers Blog Aggregator",,,,,,,,,,,,,,,,,,,Yes,Doctoral degree,Computer Science,More than 10 years,"Computer Scientist,Data Scientist,Programmer,Researcher,Software Developer/Software Engineer",Work,0,20,40,0,40,0,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Evolutionary Approaches,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",A master's degree,Academic,"10,000 or more employees",Increased slightly,3-5 years,I was contacted directly by someone at the company (e.g. internal recruiter),Important,Build prototypes to explore applying machine learning to new areas,Basic laptop (Macbook),"Video data,Text data,Relational data",,1GB,"Decision Trees,Random Forests,Regression/Logistic Regression","Amazon Web services,C/C++,Jupyter notebooks,MATLAB/Octave,Python,R",,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,,Sometimes,,,,,,,,,,,,,,,,,,,"Cross-Validation,Data Visualization,Decision Trees,Gradient Boosted Machines,kNN and Other Clustering,Logistic Regression,PCA and Dimensionality Reduction,Random Forests",,,,,,Sometimes,Often,Sometimes,,,,Sometimes,,Often,,Sometimes,,,,,Sometimes,,Often,,,,,,,,,,,20,20,0,30,30,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Explaining data science to others,Inability to integrate findings into organization's decision-making process,Lack of data science talent in the organization,Team using multiple ad-hoc development environments such as Python/R/Java/etc.,The lack of a clear question to be answering or a clear direction to go in with the available data",Often,Sometimes,,,,Sometimes,,Sometimes,Often,,,,,,,,,,Sometimes,Sometimes,,,76-99% of projects,Entirely internal,IT Department,,Must work directly with cloud provider APIs.,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Company Developed Platform,,Bitbucket,Sometimes,102000,USD,Has stayed about the same (has not increased or decreased more than 5%),6,,,,,,,,,,,,,,,,,,
Male,India,24,"Not employed, but looking for work",,,,,,,,DataRobot,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,Google Search,Government website,University/Non-profit research group websites","Arxiv,Blogs,Conferences,Friends network,Kaggle,Newsletters,Non-Kaggle online communities,Official documentation,Online courses,Personal Projects,Stack Overflow Q&A,Tutoring/mentoring,YouTube Videos",Somewhat useful,Very useful,,,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,,Not Useful,,,Somewhat useful,Somewhat useful,"DataTau News Aggregator,KDnuggets Blog,R Bloggers Blog Aggregator",3-5 years,,,,,,,,,,,,,,,,,,Yes,Bachelor's degree,Engineering (non-computer focused),1 to 2 years,"Data Scientist,Engineer,Programmer","Online courses (coursera, udemy, edx, etc.)",10,30,20,0,30,10,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
