Male,Russia,22,Employed full-time,,,Yes,,Predictive Modeler,Fine,Employed by a company that doesn't perform advanced analytics,I don't plan on learning a new tool/technology,Deep learning,Python,I collect my own data (e.g. web-scraping),"Arxiv,Company internal community,Official documentation,Stack Overflow Q&A,Tutoring/mentoring",Very useful,,,Somewhat useful,,,,,,Somewhat useful,,,,Very useful,,,Very useful,,Siraj Raval YouTube Channel,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Bachelor's degree,Computer Science,Less than a year,I haven't started working yet,Other,15,0,35,5,10,35,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Logistic Regression,Other (please specify; separate by semi-colon)",A bachelor's degree,Other,Fewer than 10 employees,Stayed the same,3-5 years,A career fair or on-campus recruiting event,Not very important,Build and/or run a machine learning service that operationally improves your product or workflows,Gaming Laptop (Laptop + CUDA capable GPU),Relational data,Don't know,1GB,"Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks","Python,Unix shell / awk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,,,Most of the time,,,,"Data Visualization,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Recommender Systems",,,,,,,Sometimes,Often,Often,,,Most of the time,,,,,,,,,,,,Often,,,,,,,,,,50,20,5,5,20,0,Enough to explain the algorithm to someone non-technical,"Dirty data,Lack of data science talent in the organization,Limitations in the state of the art in machine learning",,,,,Most of the time,,,,Often,,,Often,,,,,,,,,,,100% of projects,Entirely external,Standalone Team,,,"Column-oriented relational (e.g. KDB/MariaDB),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)",I don't typically share data,,"Bitbucket,Generic non-cloud file sharing software (Email/Shared Server/etc.)",,30000,RUB,I was not employed 3 years ago,9,,,,,,,,,,,,,,,,,,
Female,Singapore,25,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by a company that performs advanced analytics,MATLAB/Octave,Survival Analysis,SQL,GitHub,"Blogs,Kaggle,Online courses,Stack Overflow Q&A",,Very useful,,,,,Very useful,,,,Very useful,,,Very useful,,,,,Becoming a Data Scientist Podcast,< 1 year,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,Necessary,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Coursera,Basic laptop (Macbook),2 - 10 hours,Kaggle Competitions,No,Bachelor's degree,Electrical Engineering,Less than a year,Business Analyst,"Online courses (coursera, udemy, edx, etc.)",0,90,0,0,10,0,"Supervised Machine Learning (Tabular Data),Survival Analysis",Decision Trees - Random Forests,"Some college/university study, no bachelor's degree",Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,1-2,Very Important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important
Male,India,27,Employed full-time,,,Yes,,Business Analyst,Poorly,Employed by a company that doesn't perform advanced analytics,Python,Time Series Analysis,Python,Government website,"Friends network,Textbook",,,,,,Somewhat useful,,,,,,,,,Somewhat useful,,,,Data Machina Newsletter,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Computer Science,3 to 5 years,"Business Analyst,Data Analyst",Work,30,0,70,0,0,0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),Primary/elementary school,Internet-based,"1,000 to 4,999 employees",Increased significantly,3-5 years,"A friend, family member, or former colleague told me",Somewhat important,Analyze and understand data to influence product or business decisions,Basic laptop (Macbook),Relational data,,,Other,"Oracle Data Mining/ Oracle R Enterprise,QlikView,SQL",,,,,,,,,,,,,,,,,,,,,,,,,,,,Rarely,,,,Often,,,,,,,,,,Most of the time,,,,,,,,,,Segmentation,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,,,,,,,,20,0,0,40,40,0,Enough to run the code / standard library,"Company politics / Lack of management/financial support for a data science team,Lack of significant domain expert input,Unavailability of/difficult access to data",Sometimes,,,,,,,,,,Sometimes,,,,,,,,,,Sometimes,,26-50% of projects,More internal than external,Standalone Team,None,Lack of learning opportunities and focus on execution without getting deeper in data science. ,"Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Email,,Generic non-cloud file sharing software (Email/Shared Server/etc.),Rarely,1150000,INR,Has increased 20% or more,4,,,,,,,,,,,,,,,,,,
Male,India,22,"Not employed, but looking for work",,,,,,,,R,"Ensemble Methods (e.g. boosting, bagging)",Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses,Stack Overflow Q&A,Textbook",,,,,,,Very useful,,,,Somewhat useful,,,Somewhat useful,Very useful,,,,"FlowingData Blog,KDnuggets Blog,Other (Separate different answers with semicolon)",< 1 year,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Necessary,Nice to have,,,"Coursera,Udacity",Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,Biology,Less than a year,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",0,100,0,0,0,0,,,A master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,3-5,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Very Important,Very Important,Somewhat important
Male,India,30,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by a company that doesn't perform advanced analytics,TensorFlow,Deep learning,Python,Google Search,"Online courses,Personal Projects",,,,,,,,,,,Very useful,Very useful,,,,,,,,3-5 years,,,,,,,,,,,,,,Coursera,"Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Experience from work in a company related to ML,No,Professional degree,,1 to 2 years,"Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",0,50,50,0,0,0,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data)","Logistic Regression,Other (please specify; separate by semi-colon)",A bachelor's degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-2,,,,,,,,,,,,,,,,
Male,India,27,Employed full-time,,,Yes,,Data Analyst,Perfectly,Employed by professional services/consulting firm,Python,Social Network Analysis,Python,GitHub,Stack Overflow Q&A,,,,,,,,,,,,,,Somewhat useful,,,,,"Data Stories Podcast,KDnuggets Blog",,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Computer Science,3 to 5 years,"Data Analyst,Programmer",Work,10,25,50,0,15,0,"Natural Language Processing,Time Series","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression",A master's degree,CRM/Marketing,20 to 99 employees,Increased slightly,Less than one year,"A friend, family member, or former colleague told me",Not at all important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,Relational data,Rarely,10GB,Bayesian Techniques,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,"A/B Testing,Data Visualization",Most of the time,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,15,25,20,20,20,0,Enough to run the code / standard library,"Data Science results not used by business decision makers,Dirty data,Explaining data science to others,Lack of data science talent in the organization,Lack of significant domain expert input,Organization is small and cannot afford a data science team,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",,Often,,,Often,Often,,,Most of the time,,Most of the time,,,,,Most of the time,,,Often,,,,51-75% of projects,Entirely internal,Standalone Team,,,,,,Git,Sometimes,,INR,Has stayed about the same (has not increased or decreased more than 5%),7,,,,,,,,,,,,,,,,,,
Male,Spain,27,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by company that makes advanced analytic software,I don't plan on learning a new tool/technology,Text Mining,,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Arxiv,Blogs,Kaggle,Online courses,Personal Projects,Textbook,YouTube Videos",Very useful,Very useful,,,,,Very useful,,,,Very useful,Very useful,,,Very useful,,,Very useful,No Free Hunch Blog,,,,,,,,,,,,,,,,,,,,Master's degree,Engineering (non-computer focused),3 to 5 years,Engineer,Self-taught,50,10,20,0,20,0,Computer Vision,"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs",A doctoral degree,Technology,20 to 99 employees,Increased significantly,1-2 years,A general-purpose job board,Not very important,Build prototypes to explore applying machine learning to new areas,"Gaming Laptop (Laptop + CUDA capable GPU),GPU accelerated Workstation",Image data,Sometimes,10GB,"CNNs,Neural Networks",Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,"CNNs,Cross-Validation,Data Visualization,Neural Networks",,,,Most of the time,,Often,Most of the time,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,25,20,10,25,20,0,Enough to explain the algorithm to someone non-technical,"Maintaining responsible expectations about the potential impact of data science projects,Unavailability of/difficult access to data",,,,,,,,,,,,,,Often,,,,,,,Often,,100% of projects,Entirely internal,IT Department,,,,Share Drive/SharePoint,,Mercurial,Rarely,35000,EUR,Has increased 20% or more,5,,,,,,,,,,,,,,,,,,
Male,India,22,Employed full-time,,,No,Yes,Scientist/Researcher,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Social Network Analysis,Python,"Google Search,I collect my own data (e.g. web-scraping)","Blogs,Online courses,Tutoring/mentoring",,Somewhat useful,,,,,,,,,Somewhat useful,,,,,,Somewhat useful,,,< 1 year,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,,,,"Coursera,DataCamp,edX",Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,Computer Science,Less than a year,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",30,45,0,15,0,10,Computer Vision,Support Vector Machines (SVMs),A master's degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Career fair or on-campus recruiting event,0,Somewhat important,Very Important,Very Important,Very Important,Not important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very Important
Male,Netherlands,48,"Independent contractor, freelancer, or self-employed",,,Yes,,Data Scientist,Fine,Self-employed,Julia,Survival Analysis,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Conferences,Friends network,Kaggle,Non-Kaggle online communities,Online courses,Personal Projects,Stack Overflow Q&A",,Somewhat useful,,,Very useful,Very useful,Somewhat useful,,Somewhat useful,,Very useful,Very useful,,Somewhat useful,,,,,"KDnuggets Blog,O'Reilly Data Newsletter,R Bloggers Blog Aggregator",,,,,,,,,,,,,,,,,,,,Master's degree,Mathematics or statistics,More than 10 years,Engineer,"Online courses (coursera, udemy, edx, etc.)",19,60,20,0,1,0,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",A doctoral degree,Mix of fields,,,,,Not at all important,Build prototypes to explore applying machine learning to new areas,"Basic laptop (Macbook),Gaming Laptop (Laptop + CUDA capable GPU),GPU accelerated Workstation,Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and local IT supported servers,Laptop or Workstation and private datacenters,Traditional Workstation,Workstation + Cloud service,Other","Text data,Relational data",Sometimes,1TB,"Bayesian Techniques,CNNs,Decision Trees,GANs,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs","Amazon Machine Learning,Amazon Web services,C/C++,Cloudera,Flume,Google Cloud Compute,Hadoop/Hive/Pig,IBM Watson / Waton Analytics,Impala,Java,Jupyter notebooks,NoSQL,Perl,Python,QlikView,R,Spark / MLlib,SQL,Tableau,TensorFlow,Unix shell / awk",Sometimes,Most of the time,,Sometimes,Often,,Often,Often,Sometimes,,,,Sometimes,Rarely,Often,,Most of the time,,,,,,,,,,Often,,,Often,Often,Sometimes,Often,,,,,,,,Often,Often,,,Sometimes,Often,,Sometimes,,,,"A/B Testing,Association Rules,Bayesian Techniques,CNNs,Cross-Validation,Data Visualization,Decision Trees,Ensemble Methods,Evolutionary Approaches,GANs,Gradient Boosted Machines,HMMs,kNN and Other Clustering,Lift Analysis,Logistic Regression,Markov Logic Networks,Naive Bayes,Natural Language Processing,Neural Networks,PCA and Dimensionality Reduction,Prescriptive Modeling,Random Forests,Recommender Systems,RNNs,Segmentation,Simulation,SVMs,Text Analytics,Time Series Analysis",Most of the time,Sometimes,Most of the time,Often,,Most of the time,Most of the time,Often,Sometimes,Sometimes,Often,Most of the time,Often,Often,Rarely,Most of the time,Often,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,,,50,20,10,10,10,0,Enough to refine and innovate on the algorithm,"Company politics / Lack of management/financial support for a data science team,Dirty data,Lack of data science talent in the organization,Need to coordinate with IT,Privacy issues,Team using multiple ad-hoc development environments such as Python/R/Java/etc.,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",Often,,,,Sometimes,,,,Sometimes,,,,,,Most of the time,,Most of the time,,Often,Often,Often,,51-75% of projects,More external than internal,Standalone Team,weather;maps,cleaning,"Column-oriented relational (e.g. KDB/MariaDB),Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Graph (e.g. GraphBase/Neo4j),Key-value store (e.g. Redis/Riak),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Company Developed Platform,,Git,Sometimes,85000,EUR,Has decreased 20% or more,8,,,,,,,,,,,,,,,,,,
Male,United States,28,"Not employed, but looking for work",,,,,,,,MATLAB/Octave,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,Government website,I collect my own data (e.g. web-scraping),University/Non-profit research group websites","Arxiv,Blogs,Kaggle,Official documentation,Online courses,Personal Projects,Stack Overflow Q&A",Somewhat useful,Somewhat useful,,,,,Somewhat useful,,,Somewhat useful,Not Useful,Somewhat useful,,Very useful,,,,,"FastML Blog,KDnuggets Blog,R Bloggers Blog Aggregator",3-5 years,Nice to have,Unnecessary,Unnecessary,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Unnecessary,Necessary,,,,"Coursera,edX",Workstation + Cloud service,2 - 10 hours,Github Portfolio,No,Master's degree,Computer Science,3 to 5 years,"Data Analyst,Software Developer/Software Engineer",Kaggle competitions,15,0,0,70,15,0,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",A master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,,Not important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Not important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important
