Male,United States,24,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,TensorFlow,Time Series Analysis,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,University/Non-profit research group websites","Arxiv,Blogs,Company internal community,Friends network,Official documentation,Personal Projects,Stack Overflow Q&A,Textbook",Somewhat useful,Very useful,,Somewhat useful,,Somewhat useful,,,,Somewhat useful,,Somewhat useful,,Very useful,Very useful,,,,"FlowingData Blog,Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",,,,,,,,,,,,,,,,,,,,Master's degree,Mathematics or statistics,3 to 5 years,Researcher,University courses,50,0,10,40,0,0,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Hidden Markov Models HMMs,Logistic Regression",A bachelor's degree,Insurance,"10,000 or more employees",Increased significantly,More than 10 years,A general-purpose job board,Important,Build prototypes to explore applying machine learning to new areas,"Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and local IT supported servers,Laptop or Workstation and private datacenters","Relational data,Other",Rarely,100GB,"Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests","Cloudera,Hadoop/Hive/Pig,Jupyter notebooks,NoSQL,Python,R,Spark / MLlib,SQL,Stan,Tableau,Unix shell / awk",,,,,Most of the time,,,,Most of the time,,,,,,,,Most of the time,,,,,,,,,,Sometimes,,,,Most of the time,,Sometimes,,,,,,,,Most of the time,Most of the time,Sometimes,,Sometimes,,,Often,,,,"Bayesian Techniques,Cross-Validation,Data Visualization,Decision Trees,Ensemble Methods,Gradient Boosted Machines,kNN and Other Clustering,Logistic Regression,Random Forests,Time Series Analysis",,,Sometimes,,,Most of the time,Most of the time,Most of the time,Often,,,Most of the time,,Sometimes,,Sometimes,,,,,,,Sometimes,,,,,,,Sometimes,,,,75,5,0,10,10,0,"Enough to code it again from scratch, albeit it may run slowly","Dirty data,Lack of data science talent in the organization,Lack of funds to buy useful datasets from external sources,Maintaining responsible expectations about the potential impact of data science projects,Team using multiple ad-hoc development environments such as Python/R/Java/etc.,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",,,,,Sometimes,,,,Sometimes,Sometimes,,,,Often,,,,,Most of the time,Most of the time,Often,,100% of projects,Approximately half internal and half external,Central Insights Team,Credit data; mapping data; etc,Joining data at different resolutions,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Row-oriented relational (e.g. MySQL/Microsoft SQL Server),Other","Company Developed Platform,Other",Shared private data center ,Git,Sometimes,90000,,I was not employed 3 years ago,8,,,,,,,,,,,,,,,,,,
Male,United States,44,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by government,R,Other,SAS,Government website,"Arxiv,Blogs,Kaggle,Official documentation,Textbook",Very useful,Somewhat useful,,,,,Somewhat useful,,,Very useful,,,,,Very useful,,,,Other (Separate different answers with semicolon),,,,,,,,,,,,,,,,,,,No,Doctoral degree,Other,More than 10 years,Other,Self-taught,34,0,33,33,0,0,"Supervised Machine Learning (Tabular Data),Other (please specify; separate by semi-colon)","Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",A bachelor's degree,Government,"10,000 or more employees",Decreased significantly,Don't know,A general-purpose job board,Very important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,Other,,100GB,Neural Networks,"SAS Base,SAS Enterprise Miner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,Most of the time,,,,,,,,,,,,,"A/B Testing,Cross-Validation,Ensemble Methods,Neural Networks,PCA and Dimensionality Reduction,Random Forests,Simulation,Time Series Analysis",Sometimes,,,,,Most of the time,,,Rarely,,,,,,,,,,,Most of the time,Most of the time,,Rarely,,,,Sometimes,,,Sometimes,,,,10,78,0,2,10,0,Enough to code it from scratch and it will run blazingly fast and be super efficient,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Did not instrument data useful for scientific analysis and decision-making,Dirty data,Inability to integrate findings into organization's decision-making process,Lack of data science talent in the organization,Need to coordinate with IT,Privacy issues,Unavailability of/difficult access to data",Often,Often,Sometimes,,Most of the time,,,Often,Most of the time,,,,,,Most of the time,,Often,,,,Sometimes,,100% of projects,Entirely internal,Other,proprietary data alone,cleanliness of data sets,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)",Other,public facing ftp or web page,Other,Sometimes,120000,USD,Has stayed about the same (has not increased or decreased more than 5%),3,,,,,,,,,,,,,,,,,,
Male,India,31,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,IBM Watson / Waton Analytics,Neural Nets,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Friends network,Kaggle,Online courses,Personal Projects,YouTube Videos",,,,,,Very useful,Very useful,,,,Somewhat useful,Somewhat useful,,,,,,Somewhat useful,,,,,,,,,,,,,,,,,,,,,Master's degree,Engineering (non-computer focused),Less than a year,"Operations Research Practitioner,Researcher",Work,20,20,40,0,20,0,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Markov Logic Networks",A master's degree,Telecommunications,"10,000 or more employees",Increased significantly,3-5 years,An external recruiter or headhunter,Important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and local IT supported servers,"Text data,Relational data",Most of the time,100MB,"Decision Trees,Gradient Boosted Machines,Markov Logic Networks,Random Forests,Regression/Logistic Regression","Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,Minitab,R",,,,,,,,,,,,,,,,,,,,,,,Most of the time,,Most of the time,Sometimes,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,"Cross-Validation,Data Visualization,Decision Trees,Prescriptive Modeling,Random Forests,Simulation,Time Series Analysis",,,,,,Most of the time,Most of the time,Sometimes,,,,,,,,,,,,,,Often,Rarely,,,,,,,Most of the time,,,,30,25,15,10,20,0,Enough to refine and innovate on the algorithm,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Difficulties in deployment/scoring,Dirty data,Lack of significant domain expert input,Limitations in the state of the art in machine learning,Team using multiple ad-hoc development environments such as Python/R/Java/etc.,Unavailability of/difficult access to data",Rarely,Rarely,,Sometimes,Sometimes,,,,,,Often,Sometimes,,,,,,,Sometimes,,Most of the time,,26-50% of projects,Entirely internal,IT Department,,,Row-oriented relational (e.g. MySQL/Microsoft SQL Server),Company Developed Platform,,Generic non-cloud file sharing software (Email/Shared Server/etc.),Sometimes,1400000,INR,Has increased 20% or more,7,,,,,,,,,,,,,,,,,,
Female,Germany,31,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that doesn't perform advanced analytics,Python,Time Series Analysis,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,College/University,Kaggle,Personal Projects,Textbook",,Very useful,Very useful,,,,Somewhat useful,,,,,Very useful,,,Very useful,,,,R Bloggers Blog Aggregator,,,,,,,,,,,,,,,,,,,,Master's degree,Computer Science,1 to 2 years,,University courses,20,0,20,60,0,0,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Other (please specify; separate by semi-colon)",Primary/elementary school,Manufacturing,"5,000 to 9,999 employees",Increased significantly,Less than one year,"A friend, family member, or former colleague told me",Very important,Analyze and understand data to influence product or business decisions,"Laptop or Workstation and private datacenters,Traditional Workstation",Relational data,Rarely,100MB,"Decision Trees,Neural Networks,Regression/Logistic Regression","R,RapidMiner (commercial version),SQL,Tableau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,Sometimes,,,,,,,,Rarely,,,Sometimes,,,,,,,"Association Rules,Cross-Validation,Data Visualization,Decision Trees,Logistic Regression,Neural Networks,Recommender Systems",,Often,,,,Rarely,Often,Often,,,,,,,,Often,,,,Often,,,,Often,,,,,,,,,,75,10,0,10,5,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Dirty data,Explaining data science to others,Lack of data science talent in the organization,Limitations of tools,Maintaining responsible expectations about the potential impact of data science projects,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",Often,Most of the time,,,Most of the time,Most of the time,,,Often,,,,Most of the time,Most of the time,,,,,Most of the time,,,,10-25% of projects,Entirely internal,Other,,,,,,"Git,Other",Sometimes,80000,,I was not employed 3 years ago,8,,,,,,,,,,,,,,,,,,
Male,Philippines,35,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by professional services/consulting firm,Amazon Web services,"Ensemble Methods (e.g. boosting, bagging)",Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Online courses,Podcasts,Tutoring/mentoring",,,,,,,,,,,Very useful,,Very useful,,,,Very useful,,Other (Separate different answers with semicolon),,,,,,,,,,,,,,,,,,,,Doctoral degree,A health science,3 to 5 years,"Data Analyst,Other","Online courses (coursera, udemy, edx, etc.)",30,40,30,0,0,0,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Logistic Regression,Support Vector Machines (SVMs)",A doctoral degree,Other,20 to 99 employees,Stayed the same,1-2 years,Some other way,Important,Build prototypes to explore applying machine learning to new areas,Workstation + Cloud service,"Text data,Relational data",Most of the time,100MB,"Bayesian Techniques,Regression/Logistic Regression,SVMs","Amazon Web services,KNIME (free version),Python,R,RapidMiner (commercial version),Tableau",,Most of the time,,,,,,,,,,,,,,,,,Sometimes,,,,,,,,,,,,Often,,Often,Most of the time,,,,,,,,,,,Most of the time,,,,,,,"Association Rules,Data Visualization,Naive Bayes,SVMs,Text Analytics,Time Series Analysis",,Sometimes,,,,,Most of the time,,,,,,,,,,,Sometimes,,,,,,,,,,Sometimes,Often,Most of the time,,,,70,10,5,5,5,0,Enough to tune the parameters properly,"Dirty data,Explaining data science to others,Privacy issues",,,,,Most of the time,Often,,,,,,,,,,,Most of the time,,,,,,51-75% of projects,More internal than external,IT Department,,,"Column-oriented relational (e.g. KDB/MariaDB),Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Graph (e.g. GraphBase/Neo4j),Key-value store (e.g. Redis/Riak),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Commercial Data Platform,,Git,Rarely,20000,USD,Other,10 - Highly Satisfied,,,,,,,,,,,,,,,,,,
Female,United States,40,"Not employed, but looking for work",,,,,,,,DataRobot,Deep learning,Java,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Online courses,Other",,,,,,,,,,,Somewhat useful,,,,,,,,"Becoming a Data Scientist Podcast,KDnuggets Blog,Talking Machines Podcast",< 1 year,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,,,,"Coursera,DataCamp,edX,Udacity",Laptop or Workstation and local IT supported servers,2 - 10 hours,Online Courses and Certifications,Sort of (Explain more),Bachelor's degree,"Information technology, networking, or system administration",I don't write code to analyze data,Programmer,Self-taught,30,70,0,0,0,0,"Computer Vision,Machine Translation,Natural Language Processing,Reinforcement learning","Bayesian Techniques,Logistic Regression",A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,3-5,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important
Male,United States,35,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by a company that performs advanced analytics,TensorFlow,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search","Arxiv,Blogs,Kaggle,Non-Kaggle online communities,Online courses,Stack Overflow Q&A,YouTube Videos",Somewhat useful,Somewhat useful,,,,,Very useful,,Somewhat useful,,Somewhat useful,,,Somewhat useful,,,,Somewhat useful,"FastML Blog,KDnuggets Blog,No Free Hunch Blog",,,,,,,,,,,,,,,,,,,Yes,Doctoral degree,Electrical Engineering,6 to 10 years,"Researcher,Software Developer/Software Engineer",Work,10,0,60,0,30,0,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression",A bachelor's degree,Hospitality/Entertainment/Sports,"1,000 to 4,999 employees",Stayed the same,6-10 years,"A friend, family member, or former colleague told me",Important,Build and/or run a machine learning service that operationally improves your product or workflows,"Basic laptop (Macbook),GPU accelerated Workstation,Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and private datacenters,Workstation + Cloud service",Relational data,Sometimes,1GB,"Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression","Hadoop/Hive/Pig,Jupyter notebooks,Python",,,,,,,,,Often,,,,,,,,Most of the time,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,"A/B Testing,Collaborative Filtering,Data Visualization,Decision Trees,Ensemble Methods,Logistic Regression,Naive Bayes,Neural Networks,Random Forests,Recommender Systems,Segmentation",Often,,,,Often,,Often,Most of the time,Most of the time,,,,,,,Most of the time,,Often,,Sometimes,,,Often,Often,,Often,,,,,,,,40,5,15,10,30,0,"Enough to code it again from scratch, albeit it may run slowly","Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Did not instrument data useful for scientific analysis and decision-making,Dirty data,Explaining data science to others,Maintaining responsible expectations about the potential impact of data science projects,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",Sometimes,Sometimes,Sometimes,,Often,Most of the time,,,,,,,,Sometimes,,,,,,Often,Often,,26-50% of projects,More internal than external,Other,N/A,Data issue and access,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Commercial Data Platform,Share Drive/SharePoint",,Git,Sometimes,150000,USD,Has increased between 6% and 19%,6,,,,,,,,,,,,,,,,,,
Male,United States,24,"Not employed, but looking for work",,,,,,,,MATLAB/Octave,Social Network Analysis,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,University/Non-profit research group websites",Kaggle,,,,,,,Very useful,,,,,,,,,,,,"FastML Blog,KDnuggets Blog,O'Reilly Data Newsletter",1-2 years,Nice to have,Nice to have,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Unnecessary,Unnecessary,Necessary,,,,,Gaming Laptop (Laptop + CUDA capable GPU),2 - 10 hours,Experience from work in a company related to ML,Yes,Master's degree,Computer Science,1 to 2 years,"Engineer,Machine Learning Engineer,Programmer,Software Developer/Software Engineer",University courses,10,10,0,50,30,0,"Natural Language Processing,Speech Recognition,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,1-2,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not important,Not important,Not important,Somewhat important,Somewhat important
Female,Israel,34,"Not employed, but looking for work",,,,,,,,TensorFlow,Deep learning,Python,Google Search,"Arxiv,Blogs,Non-Kaggle online communities,Online courses,Stack Overflow Q&A,Textbook",Somewhat useful,Very useful,,,,,,,Very useful,,Very useful,,,Very useful,Somewhat useful,,,,R Bloggers Blog Aggregator,1-2 years,Nice to have,Nice to have,Necessary,Unnecessary,Necessary,Nice to have,Nice to have,,Nice to have,Necessary,,,,"Coursera,Other",Traditional Workstation,2 - 10 hours,Master's degree,Yes,Master's degree,Physics,1 to 2 years,Researcher,"Online courses (coursera, udemy, edx, etc.)",40,40,0,20,0,0,"Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",A doctoral degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeting with recruiters who've contacted you directly,16-20,Very Important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Not important,Very Important,Somewhat important
Male,India,21,Employed full-time,,,No,Yes,Machine Learning Engineer,Fine,Employed by company that makes advanced analytic software,Amazon Machine Learning,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses,Stack Overflow Q&A",,,,,,,Somewhat useful,,,,Very useful,,,Somewhat useful,,,,,"Data Stories Podcast,DataTau News Aggregator,Partially Derivative Podcast",1-2 years,Necessary,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Unnecessary,Nice to have,Nice to have,Necessary,,,,"Coursera,edX,Udacity",Basic laptop (Macbook),2 - 10 hours,Github Portfolio,No,Bachelor's degree,Computer Science,1 to 2 years,Engineer,"Online courses (coursera, udemy, edx, etc.)",40,60,0,0,0,0,"Adversarial Learning,Computer Vision,Reinforcement learning","Bayesian Techniques,Logistic Regression,Neural Networks - CNNs",High school,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,3-5,Very Important,Somewhat important,Very Important,Very Important,Not important,Not important,Not important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important
