Male,Vietnam,24,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Kaggle,,,,,,,Very useful,,,,,,,,,,,,"Data Elixir Newsletter,KDnuggets Blog,Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",< 1 year,Necessary,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,,,,,Basic laptop (Macbook),2 - 10 hours,Online Courses and Certifications,No,Bachelor's degree,Computer Science,Less than a year,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",20,70,0,0,10,0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),A bachelor's degree,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,0,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not important,Not important,Not important,Not important,Not important
Male,Finland,24,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,Amazon Machine Learning,Deep learning,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses",,,,,,,Very useful,,,,Very useful,,,,,,,,"O'Reilly Data Newsletter,Siraj Raval YouTube Channel",,,,,,,,,,,,,,,,,,,,Master's degree,Computer Science,Less than a year,Software Developer/Software Engineer,Kaggle competitions,0,0,40,40,20,0,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",A master's degree,Other,20 to 99 employees,Increased significantly,1-2 years,I visited the company's Web site and found a job listing there,Very important,Analyze and understand data to influence product or business decisions,Basic laptop (Macbook),Other,Rarely,,,"Amazon Machine Learning,Amazon Web services,Hadoop/Hive/Pig,Jupyter notebooks,NoSQL,Python,R,Spark / MLlib,TensorFlow",Often,Rarely,,,,,,,Sometimes,,,,,,,,Often,,,,,,,,,,Sometimes,,,,Often,,Often,,,,,,,,Often,,,,,Rarely,,,,,,"CNNs,Cross-Validation,Data Visualization,Decision Trees,Gradient Boosted Machines,kNN and Other Clustering,Logistic Regression,Neural Networks,PCA and Dimensionality Reduction,Random Forests,RNNs,Time Series Analysis",,,,Often,,Often,Often,Often,,,,Often,,Often,,Often,,,,Often,Often,,Often,,Often,,,,,Often,,,,60,20,10,10,0,0,Enough to tune the parameters properly,"Dirty data,Lack of data science talent in the organization",,,,,Most of the time,,,,Sometimes,,,,,,,,,,,,,,51-75% of projects,Approximately half internal and half external,Standalone Team,,,,,,,,600,EUR,Other,7,,,,,,,,,,,,,,,,,,
Male,Germany,40,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by professional services/consulting firm,Amazon Web services,I don't plan on learning a new ML/DS method,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),I collect my own data (e.g. web-scraping)","College/University,Personal Projects,Stack Overflow Q&A,Textbook,Tutoring/mentoring",,,Very useful,,,,,,,,,Very useful,,Very useful,Somewhat useful,,Very useful,,"FlowingData Blog,KDnuggets Blog,O'Reilly Data Newsletter",,,,,,,,,,,,,,,,,,,,Doctoral degree,Computer Science,6 to 10 years,"Computer Scientist,Data Scientist",University courses,20,5,60,15,0,0,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)",A master's degree,Mix of fields,100 to 499 employees,Increased slightly,More than 10 years,Some other way,Important,Build prototypes to explore applying machine learning to new areas,"Basic laptop (Macbook),Laptop or Workstation and local IT supported servers",Relational data,Most of the time,1GB,"Bayesian Techniques,Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs,Other","Jupyter notebooks,KNIME (free version),Orange,Python,R,RapidMiner (free version),SQL,Tableau,TensorFlow,Unix shell / awk",,,,,,,,,,,,,,,,,Most of the time,,Rarely,,,,,,,,,,Rarely,,Most of the time,,Sometimes,,Rarely,,,,,,,Sometimes,,,Rarely,Sometimes,,Sometimes,,,,"Association Rules,Bayesian Techniques,Cross-Validation,Data Visualization,Decision Trees,Ensemble Methods,kNN and Other Clustering,Logistic Regression,Naive Bayes,Neural Networks,PCA and Dimensionality Reduction,Prescriptive Modeling,Random Forests,Recommender Systems,RNNs,Segmentation,SVMs,Time Series Analysis",,Often,Rarely,,,Most of the time,Most of the time,Often,Often,,,,,Sometimes,,Sometimes,,Rarely,,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,,Most of the time,,Sometimes,,,,45,15,5,30,5,0,Enough to refine and innovate on the algorithm,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Dirty data,Lack of significant domain expert input,Privacy issues,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",Sometimes,Sometimes,,,Most of the time,,,,,,Often,,,,,,Sometimes,,,Most of the time,Sometimes,,100% of projects,More internal than external,Standalone Team,Demographic data,,"Column-oriented relational (e.g. KDB/MariaDB),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Company Developed Platform,Share Drive/SharePoint",,"Bitbucket,Git,Subversion",Rarely,60000,EUR,Has increased between 6% and 19%,6,,,,,,,,,,,,,,,,,,
Female,Germany,32,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by college or university,I don't plan on learning a new tool/technology,Regression,Julia,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Arxiv,College/University,Company internal community,Conferences,Personal Projects,Stack Overflow Q&A,Textbook",Somewhat useful,,Very useful,Very useful,Very useful,,,,,,,Very useful,,Very useful,Very useful,,,,"KDnuggets Blog,Other (Separate different answers with semicolon)",,,,,,,,,,,,,,,,,,,Yes,Master's degree,Computer Science,3 to 5 years,Programmer,University courses,80,0,0,20,0,0,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Other (please specify; separate by semi-colon),A doctoral degree,Academic,Fewer than 10 employees,Decreased significantly,More than 10 years,"A friend, family member, or former colleague told me",Very important,Research that advances the state of the art of machine learning,"GPU accelerated Workstation,Laptop or Workstation and private datacenters",Other,,1GB,"Regression/Logistic Regression,Other","C/C++,Java,Julia,Jupyter notebooks,Python,R,RapidMiner (free version)",,,,Often,,,,,,,,,,,Rarely,Most of the time,Most of the time,,,,,,,,,,,,,,Sometimes,,Sometimes,,Rarely,,,,,,,,,,,,,,,,,"Data Visualization,kNN and Other Clustering,Natural Language Processing,PCA and Dimensionality Reduction",,,,,,,Often,,,,,,,Most of the time,,,,,Sometimes,,Often,,,,,,,,,,,,,20,40,0,10,30,0,Enough to refine and innovate on the algorithm,"Data Science results not used by business decision makers,Explaining data science to others,Unavailability of/difficult access to data",,Often,,,,Often,,,,,,,,,,,,,,,Sometimes,,26-50% of projects,Approximately half internal and half external,Other,MovieLens; UCI ML Repository; 20News dataset; FIMI Repository,Finding the correct model assumption.,"Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Share Drive/SharePoint,,"Bitbucket,Generic non-cloud file sharing software (Email/Shared Server/etc.),Git",Sometimes,"47,000",EUR,Has increased between 6% and 19%,1 - Highly Dissatisfied,,,,,,,,,,,,,,,,,,
Male,Denmark,32,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by a company that doesn't perform advanced analytics,I don't plan on learning a new tool/technology,"Ensemble Methods (e.g. boosting, bagging)",R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),I collect my own data (e.g. web-scraping),Other","College/University,Company internal community,Conferences,Kaggle,Non-Kaggle online communities,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,Other",,,Somewhat useful,Somewhat useful,Very useful,,Somewhat useful,,Very useful,,Very useful,Very useful,,Somewhat useful,Somewhat useful,,,,,,,,,,,,,,,,,,,,,,,Yes,Doctoral degree,Other,3 to 5 years,Researcher,Self-taught,50,30,10,10,0,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Other (please specify; separate by semi-colon),A master's degree,Pharmaceutical,500 to 999 employees,Stayed the same,Don't know,An external recruiter or headhunter,Somewhat important,Build prototypes to explore applying machine learning to new areas,"Gaming Laptop (Laptop + CUDA capable GPU),Other",Relational data,Don't know,1GB,"SVMs,Other","MATLAB/Octave,R,SAS JMP,TIBCO Spotfire",,,,,,,,,,,,,,,,,,,,,Often,,,,,,,,,,,,Most of the time,,,,,,,Rarely,,,,,,,Often,,,,,"Cross-Validation,Data Visualization,kNN and Other Clustering,PCA and Dimensionality Reduction,Time Series Analysis",,,,,,Often,Most of the time,,,,,,,Sometimes,,,,,,,Most of the time,,,,,,,,,Most of the time,,,,60,5,5,15,15,0,"Enough to code it again from scratch, albeit it may run slowly","Did not instrument data useful for scientific analysis and decision-making,Dirty data,Lack of data science talent in the organization,Privacy issues,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",,,Often,,Most of the time,,,,Sometimes,,,,,,,,Often,,,Most of the time,Most of the time,,51-75% of projects,More internal than external,Standalone Team,open machine learning depositories ,"the data was not designed to be used for machine learning projects, it was sufficient to answer a particular question, but not more. This kind of data is in the majority. ","Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)","Email,Share Drive/SharePoint",,"Generic non-cloud file sharing software (Email/Shared Server/etc.),Other",Sometimes,45000,EUR,Has stayed about the same (has not increased or decreased more than 5%),9,,,,,,,,,,,,,,,,,,
Male,Spain,NA,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by professional services/consulting firm,Python,Neural Nets,Python,GitHub,"Friends network,Kaggle,Stack Overflow Q&A",,,,,,Very useful,Very useful,,,,,,,Very useful,,,,,"KDnuggets Blog,R Bloggers Blog Aggregator,Talking Machines Podcast",,,,,,,,,,,,,,,,,,,Yes,Master's degree,Mathematics or statistics,1 to 2 years,"Engineer,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",50,25,25,0,0,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",,Financial,"10,000 or more employees",Stayed the same,More than 10 years,A tech-specific job board,Important,Analyze and understand data to influence product or business decisions,Traditional Workstation,"Text data,Relational data",,,Regression/Logistic Regression,"Jupyter notebooks,Python,R,SQL,Tableau",,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,Most of the time,,Most of the time,,,,,,,,,Most of the time,,,Most of the time,,,,,,,"A/B Testing,Cross-Validation,Data Visualization,Logistic Regression,Naive Bayes,PCA and Dimensionality Reduction,Random Forests",Most of the time,,,,,Most of the time,Most of the time,,,,,,,,,Often,,Often,,,Often,,Sometimes,,,,,,,,,,,60,10,10,10,10,0,Enough to explain the algorithm to someone non-technical,"Dirty data,Limitations of tools",,,,,Most of the time,,,,,,,,Most of the time,,,,,,,,,,76-99% of projects,More external than internal,IT Department,,,"Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Commercial Data Platform,Email",,Git,,60000,EUR,Has increased between 6% and 19%,8,,,,,,,,,,,,,,,,,,
Male,Belarus,22,Employed part-time,,,No,Yes,Engineer,Fine,Employed by college or university,Google Cloud Compute,Text Mining,Python,Google Search,"Arxiv,Conferences,Kaggle,Newsletters,YouTube Videos",Very useful,,,,Somewhat useful,,Very useful,Somewhat useful,,,,,,,,,,Somewhat useful,Siraj Raval YouTube Channel,1-2 years,Necessary,Unnecessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,,,,,"Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,Engineering (non-computer focused),1 to 2 years,,Self-taught,90,0,0,0,10,0,"Computer Vision,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",A bachelor's degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,0,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Not important,Not important
Male,Netherlands,27,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by college or university,R,Deep learning,Python,"GitHub,Google Search","Arxiv,College/University,Conferences,YouTube Videos",Somewhat useful,,Very useful,,Somewhat useful,,,,,,,,,,,,,Very useful,FastML Blog,,,,,,,,,,,,,,,,,,,No,Doctoral degree,Mathematics or statistics,3 to 5 years,I haven't started working yet,University courses,30,40,10,20,0,0,"Recommendation Engines,Time Series","Decision Trees - Gradient Boosted Machines,Ensemble Methods,Gradient Boosting,Logistic Regression",,Academic,I don't know,Increased slightly,Don't know,I was contacted directly by someone at the company (e.g. internal recruiter),Important,Analyze and understand data to influence product or business decisions,"Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and local IT supported servers,Laptop or Workstation and private datacenters",Relational data,Rarely,100MB,,"C/C++,MATLAB/Octave,Microsoft Excel Data Mining,Python,R",,,,Rarely,,,,,,,,,,,,,,,,,Most of the time,,Sometimes,,,,,,,,Sometimes,,Sometimes,,,,,,,,,,,,,,,,,,,"Collaborative Filtering,Cross-Validation,Evolutionary Approaches,Logistic Regression,Simulation",,,,,Sometimes,Often,,,,Most of the time,,,,,,Often,,,,,,,,,,,Most of the time,,,,,,,10,50,0,20,20,0,"Enough to code it again from scratch, albeit it may run slowly","Lack of significant domain expert input,Need to coordinate with IT,The lack of a clear question to be answering or a clear direction to go in with the available data",,,,,,,,,,,Sometimes,,,,Sometimes,,,,,Most of the time,,,51-75% of projects,More internal than external,IT Department,,,Graph (e.g. GraphBase/Neo4j),"Email,I don't typically share data",,Generic non-cloud file sharing software (Email/Shared Server/etc.),Sometimes,25000,EUR,I was not employed 3 years ago,7,,,,,,,,,,,,,,,,,,
Male,New Zealand,25,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by company that makes advanced analytic software,C/C++,Other,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Arxiv,Blogs,College/University,Conferences,Kaggle,Online courses,Personal Projects,Podcasts,Stack Overflow Q&A,Textbook,Tutoring/mentoring,YouTube Videos",Not Useful,Very useful,Somewhat useful,,Not Useful,,Somewhat useful,,,,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,,Somewhat useful,Very useful,Talking Machines Podcast,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Bachelor's degree,Engineering (non-computer focused),1 to 2 years,Engineer,"Online courses (coursera, udemy, edx, etc.)",45,10,0,45,0,0,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",High school,Technology,20 to 99 employees,Increased slightly,Less than one year,Some other way,Not very important,Build and/or run a machine learning service that operationally improves your product or workflows,GPU accelerated Workstation,Image data,Don't know,1GB,CNNs,"Amazon Web services,Google Cloud Compute,Jupyter notebooks,Python,TensorFlow,Unix shell / awk",,Rarely,,,,,,Rarely,,,,,,,,,Most of the time,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,Most of the time,,Most of the time,,,,"CNNs,Cross-Validation,kNN and Other Clustering,PCA and Dimensionality Reduction",,,,Most of the time,,Sometimes,,,,,,,,Sometimes,,,,,,,Sometimes,,,,,,,,,,,,,20,50,20,10,0,0,"Enough to code it again from scratch, albeit it may run slowly","Company politics / Lack of management/financial support for a data science team,Lack of funds to buy useful datasets from external sources,Lack of significant domain expert input,Limitations in the state of the art in machine learning,Privacy issues,Scaling data science solution up to full database,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",Often,,,,,,,,,Sometimes,Sometimes,Sometimes,,,,,Sometimes,Most of the time,,Sometimes,Most of the time,,10-25% of projects,More external than internal,Standalone Team,Open Govt data,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)",I don't typically share data,,Git,Never,45000,NZD,I was not employed 3 years ago,3,,,,,,,,,,,,,,,,,,
Male,Pakistan,28,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Poorly,Employed by government,Hadoop/Hive/Pig,I don't plan on learning a new ML/DS method,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,College/University,Kaggle,Online courses,Stack Overflow Q&A,Tutoring/mentoring,YouTube Videos",,Somewhat useful,Somewhat useful,,,,Very useful,,,,Very useful,,,Very useful,,,Somewhat useful,Somewhat useful,,< 1 year,Necessary,Nice to have,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,,,,"Coursera,DataCamp,edX","Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Experience from work in a company related to ML,Sort of (Explain more),Master's degree,Computer Science,I don't write code to analyze data,"Engineer,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",50,50,0,0,0,0,Natural Language Processing,,A master's degree,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,1-2,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Not important,Very Important,Not important,Very Important,Not important,Somewhat important,Very Important,Very Important,Not important,Very Important,Very Important
