Male,Italy,44,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,Google Cloud Compute,Deep learning,Python,GitHub,"Blogs,College/University,Conferences,Friends network,Kaggle,Personal Projects,Stack Overflow Q&A,Tutoring/mentoring,YouTube Videos",,Very useful,Not Useful,,Not Useful,Very useful,Somewhat useful,,,,,Somewhat useful,,Very useful,,,Not Useful,Somewhat useful,Data Machina Newsletter,,,,,,,,,,,,,,,,,,,No,Doctoral degree,Computer Science,More than 10 years,Software Developer/Software Engineer,University courses,20,0,0,80,0,0,Time Series,"Bayesian Techniques,Evolutionary Approaches,Logistic Regression,Support Vector Machines (SVMs)",A doctoral degree,Technology,"10,000 or more employees",Increased significantly,More than 10 years,A general-purpose job board,Somewhat important,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and private datacenters,Workstation + Cloud service","Relational data,Other",Most of the time,1GB,"Bayesian Techniques,Decision Trees,Evolutionary Approaches,Neural Networks,Regression/Logistic Regression","Amazon Machine Learning,Flume,Google Cloud Compute,Hadoop/Hive/Pig,Java,MATLAB/Octave,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,NoSQL,Python,R,RapidMiner (free version),Spark / MLlib,SQL,Tableau,Unix shell / awk",Rarely,,,,,,Rarely,Rarely,Sometimes,,,,,,Most of the time,,,,,,Most of the time,,,Rarely,Rarely,,Most of the time,,,,Most of the time,,Rarely,,Rarely,,,,,,Often,Most of the time,,,Rarely,,,Sometimes,,,,"Data Visualization,Decision Trees,kNN and Other Clustering,Naive Bayes,Neural Networks,SVMs,Time Series Analysis",,,,,,,Often,Rarely,,,,,,Rarely,,,,Sometimes,,Often,,,,,,,,Often,,Most of the time,,,,10,30,30,30,0,0,Enough to code it from scratch and it will run blazingly fast and be super efficient,"Explaining data science to others,Lack of data science talent in the organization,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",,,,,,Often,,,Often,,,,,,,,,,Rarely,,,,100% of projects,Approximately half internal and half external,Central Insights Team,weather,big data processing,"Column-oriented relational (e.g. KDB/MariaDB),Key-value store (e.g. Redis/Riak),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Company Developed Platform,,Git,Rarely,60000,EUR,Has increased between 6% and 19%,6,,,,,,,,,,,,,,,,,,
Female,Philippines,22,Employed full-time,,,Yes,,Other,Perfectly,Employed by company that makes advanced analytic software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,,Less than a year,"Business Analyst,Operations Research Practitioner","Online courses (coursera, udemy, edx, etc.)",30,70,0,0,0,0,"Outlier detection (e.g. Fraud detection),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",A bachelor's degree,Technology,100 to 499 employees,Decreased significantly,More than 10 years,A career fair or on-campus recruiting event,Not at all important,Analyze and understand data to influence product or business decisions,"Laptop + Cloud service (AWS, Azure, GCE ...)",Relational data,Most of the time,10GB,"Decision Trees,Regression/Logistic Regression","Amazon Machine Learning,Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,Python,R",Rarely,,,,,,,,,,,,,,,,,,,,,,Sometimes,Sometimes,Often,,,,,,Often,,Often,,,,,,,,,,,,,,,,,,,"Bayesian Techniques,Cross-Validation,Data Visualization,Decision Trees,Logistic Regression,Recommender Systems,Simulation,Time Series Analysis",,,Sometimes,,,Often,Most of the time,Most of the time,,,,,,,,Most of the time,,,,,,,,Most of the time,,,Most of the time,,,Often,,,,40,10,10,2,38,0,Enough to explain the algorithm to someone non-technical,"Dirty data,Inability to integrate findings into organization's decision-making process,Privacy issues,Unavailability of/difficult access to data",,,,,Most of the time,,,Sometimes,,,,,,,,,Most of the time,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Other,31,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,47,Employed full-time,,,No,Yes,Other,Fine,Employed by professional services/consulting firm,Python,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,Google Search,University/Non-profit research group websites","Arxiv,Blogs,Friends network,Kaggle,Newsletters,Non-Kaggle online communities,Official documentation,Online courses,Personal Projects,Podcasts,Stack Overflow Q&A,Tutoring/mentoring,YouTube Videos",Not Useful,Very useful,,,,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Very useful,,,Somewhat useful,Very useful,"Linear Digressions Podcast,Siraj Raval YouTube Channel,The Data Skeptic Podcast",1-2 years,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Unnecessary,Nice to have,Nice to have,Necessary,,,"Coursera,Udacity,Other",Laptop or Workstation and local IT supported servers,2 - 10 hours,Kaggle Competitions,No,Bachelor's degree,Computer Science,More than 10 years,"Computer Scientist,Data Analyst,Data Miner,DBA/Database Engineer,Engineer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",30,40,0,0,30,0,"Computer Vision,Natural Language Processing,Unsupervised Learning","Bayesian Techniques,Logistic Regression,Neural Networks - CNNs",A bachelor's degree,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,1-2,Very Important,Very Important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Not important,Somewhat important,Not important
Male,Other,33,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,Spark / MLlib,Deep learning,Python,Google Search,"Online courses,Stack Overflow Q&A,Textbook,YouTube Videos",,,,,,,,,,,Very useful,,,Very useful,Somewhat useful,,,Somewhat useful,"KDnuggets Blog,O'Reilly Data Newsletter,R Bloggers Blog Aggregator",,,,,,,,,,,,,,,,,,,,Doctoral degree,Electrical Engineering,6 to 10 years,"Data Scientist,Researcher","Online courses (coursera, udemy, edx, etc.)",50,10,40,0,0,0,"Outlier detection (e.g. Fraud detection),Reinforcement learning,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",A master's degree,Telecommunications,100 to 499 employees,Increased significantly,1-2 years,A general-purpose job board,Important,Build and/or run a machine learning service that operationally improves your product or workflows,"Laptop + Cloud service (AWS, Azure, GCE ...)",Relational data,Most of the time,1GB,"Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression,SVMs","Microsoft Azure Machine Learning,Microsoft R Server (Formerly Revolution Analytics),Python,R",,,,,,,,,,,,,,,,,,,,,,Sometimes,,Sometimes,,,,,,,Sometimes,,Most of the time,,,,,,,,,,,,,,,,,,,"Data Visualization,Decision Trees,Ensemble Methods,kNN and Other Clustering,Logistic Regression,Naive Bayes,Neural Networks,PCA and Dimensionality Reduction,Random Forests,Segmentation,SVMs",,,,,,,Sometimes,Often,Often,,,,,Often,,Most of the time,,Sometimes,,Sometimes,Often,,Often,,,Often,,Sometimes,,,,,,10,50,10,5,25,0,Enough to code it from scratch and it will run blazingly fast and be super efficient,"Did not instrument data useful for scientific analysis and decision-making,Difficulties in deployment/scoring,Explaining data science to others,Inability to integrate findings into organization's decision-making process,Unavailability of/difficult access to data",,,Sometimes,Often,,Most of the time,,Most of the time,,,,,,,,,,,,,Most of the time,,Less than 10% of projects,More internal than external,Other,,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Commercial Data Platform,Email",,Bitbucket,Never,20000,EUR,I was not employed 3 years ago,9,,,,,,,,,,,,,,,,,,
Male,Spain,35,Employed full-time,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,73,Retired,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,India,32,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by professional services/consulting firm,TensorFlow,Bayesian Methods,R,Google Search,"Kaggle,Online courses,Textbook",,,,,,,Very useful,,,,Very useful,,,,Very useful,,,,,,,,,,,,,,,,,,,,,,,,Bachelor's degree,Engineering (non-computer focused),1 to 2 years,Engineer,Self-taught,40,30,30,0,0,0,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression",A bachelor's degree,Financial,I prefer not to answer,Increased slightly,Don't know,A career fair or on-campus recruiting event,Not very important,Build and/or run a machine learning service that operationally improves your product or workflows,Traditional Workstation,Relational data,Most of the time,100MB,"Decision Trees,Random Forests,Regression/Logistic Regression","Hadoop/Hive/Pig,R",,,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,"Cross-Validation,Decision Trees,Logistic Regression,Random Forests,Segmentation,Text Analytics,Time Series Analysis",,,,,,Most of the time,,Most of the time,,,,,,,,Most of the time,,,,,,,Most of the time,,,Most of the time,,,Most of the time,Most of the time,,,,50,30,10,0,10,0,Enough to explain the algorithm to someone non-technical,"Explaining data science to others,Lack of significant domain expert input,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",,,,,,Often,,,,,Often,,,,,,,,,Often,Most of the time,,100% of projects,More internal than external,IT Department,,,"Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)",I don't typically share data,,Generic non-cloud file sharing software (Email/Shared Server/etc.),Sometimes,,,Has increased 20% or more,8,,,,,,,,,,,,,,,,,,
Male,People 's Republic of China,25,"Not employed, but looking for work",,,,,,,,Amazon Machine Learning,,,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,I collect my own data (e.g. web-scraping),University/Non-profit research group websites","Arxiv,College/University,Conferences,Online courses,Personal Projects",Somewhat useful,,Very useful,,Very useful,,,,,,Very useful,Very useful,,,,,,,,5-10 years,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,,"Laptop + Cloud service (AWS, Azure, GCE ...),Traditional Workstation",2 - 10 hours,Other,No,Bachelor's degree,Computer Science,6 to 10 years,I haven't started working yet,University courses,50,0,0,50,0,0,"Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Random Forests,Neural Networks - RNNs,Support Vector Machines (SVMs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,0,,,,,,,,,,,,,,,,
Male,Other,37,Employed full-time,,,Yes,,Other,Perfectly,Employed by professional services/consulting firm,SAP BusinessObjects Predictive Analytics,Time Series Analysis,SQL,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Online courses,,,,,,,,,,,Somewhat useful,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,"Information technology, networking, or system administration",6 to 10 years,"Computer Scientist,Data Analyst,Engineer,Software Developer/Software Engineer",Work,20,10,20,50,0,0,,,"Some college/university study, no bachelor's degree",Telecommunications,100 to 499 employees,Stayed the same,Less than one year,An external recruiter or headhunter,Important,Other,Basic laptop (Macbook),"Text data,Relational data",Never,100GB,,QlikView,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,,,,,,,,,,,,,,,,,,,,Segmentation,,,,,,,,,,,,,,,,,,,,,,,,,,Rarely,,,,,,,,0,0,0,10,10,80,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Dirty data,Lack of data science talent in the organization,Privacy issues",Often,,,,Often,,,,Most of the time,,,,,,,,Often,,,,,,26-50% of projects,Approximately half internal and half external,Business Department,,,Row-oriented relational (e.g. MySQL/Microsoft SQL Server),Commercial Data Platform,,Subversion,Rarely,60000,EUR,Has increased between 6% and 19%,8,,,,,,,,,,,,,,,,,,
