Male,Italy,47,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,TensorFlow,Deep learning,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Conferences,Personal Projects,Stack Overflow Q&A,Trade book",,,,,Somewhat useful,,,,,,,Somewhat useful,,Very useful,,Somewhat useful,,,"KDnuggets Blog,R Bloggers Blog Aggregator",,,,,,,,,,,,,,,,,,,Sort of (Explain more),Doctoral degree,Computer Science,More than 10 years,"Computer Scientist,Data Miner,Researcher",Work,70,0,30,0,0,0,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs",Primary/elementary school,Academic,"5,000 to 9,999 employees",Increased significantly,3-5 years,A career fair or on-campus recruiting event,Somewhat important,Research that advances the state of the art of machine learning,Laptop or Workstation and private datacenters,"Text data,Relational data",Sometimes,100GB,"Bayesian Techniques,Ensemble Methods,Random Forests,Regression/Logistic Regression","Angoss,Cloudera,Hadoop/Hive/Pig,Java,MATLAB/Octave,Python,R,SQL",,,Rarely,,Sometimes,,,,Often,,,,,,Often,,,,,,Often,,,,,,,,,,Sometimes,,Most of the time,,,,,,,,,Most of the time,,,,,,,,,,"Bayesian Techniques,Collaborative Filtering,Data Visualization,Decision Trees,Ensemble Methods,Lift Analysis,Logistic Regression,Neural Networks,Random Forests",,,Sometimes,,Often,,Most of the time,Sometimes,Often,,,,,,Sometimes,Often,,,,Sometimes,,,Often,,,,,,,,,,,50,15,0,20,15,0,Enough to refine and innovate on the algorithm,"Data Science results not used by business decision makers,Dirty data,Inability to integrate findings into organization's decision-making process,Lack of funds to buy useful datasets from external sources",,Often,,,Sometimes,,,Often,,Most of the time,,,,,,,,,,,,,100% of projects,Approximately half internal and half external,Standalone Team,Twitter; Social network data (publicly available),retrieving data,"Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Share Drive/SharePoint,,"Bitbucket,Generic cloud file sharing software (Dropbox/Box/etc.),Git",,,EUR,I do not want to share information about my salary/compensation,3,,,,,,,,,,,,,,,,,,
Male,Belarus,27,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Amazon Machine Learning,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),University/Non-profit research group websites","Kaggle,Online courses,Tutoring/mentoring,YouTube Videos",,,,,,,Very useful,,,,Very useful,,,,,,Very useful,Somewhat useful,"Data Machina Newsletter,Emergent/Future Newsletter (Algorithmia),Linear Digressions Podcast",< 1 year,Nice to have,Unnecessary,Nice to have,Unnecessary,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Necessary,,,,"Coursera,Udacity",Gaming Laptop (Laptop + CUDA capable GPU),0 - 1 hour,Experience from work in a company related to ML,No,Bachelor's degree,Computer Science,Less than a year,"Computer Scientist,Programmer,Researcher,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",20,40,5,5,5,25,"Supervised Machine Learning (Tabular Data),Time Series","Logistic Regression,Neural Networks - CNNs","Some college/university study, no bachelor's degree",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,0,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Very Important,Somewhat important,Not important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important
Male,Other,29,Employed full-time,,,Yes,,Other,Perfectly,Employed by college or university,R,Proprietary Algorithms,R,"I collect my own data (e.g. web-scraping),University/Non-profit research group websites","College/University,Kaggle,Newsletters,Online courses",,,Very useful,,,,Very useful,Very useful,,,Very useful,,,,,,,,"R Bloggers Blog Aggregator,Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",,,,,,,,,,,,,,,,,,,No,Master's degree,Mathematics or statistics,1 to 2 years,Statistician,"Online courses (coursera, udemy, edx, etc.)",10,50,20,10,0,10,"Survival Analysis,Time Series","Bayesian Techniques,Logistic Regression,Markov Logic Networks",A doctoral degree,Academic,"1,000 to 4,999 employees",Increased slightly,6-10 years,A tech-specific job board,Very important,Analyze and understand data to influence product or business decisions,"Laptop + Cloud service (AWS, Azure, GCE ...)",Relational data,Never,,"Bayesian Techniques,Regression/Logistic Regression","IBM SPSS Statistics,Minitab,R",,,,,,,,,,,,Often,,,,,,,,,,,,,,Sometimes,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,"Association Rules,Bayesian Techniques,Logistic Regression,Markov Logic Networks,Prescriptive Modeling,Time Series Analysis",,Most of the time,Often,,,,,,,,,,,,,Most of the time,Sometimes,,,,,Often,,,,,,,,Most of the time,,,,10,20,20,20,30,0,Enough to refine and innovate on the algorithm,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Lack of data science talent in the organization,Lack of funds to buy useful datasets from external sources,Lack of significant domain expert input,Organization is small and cannot afford a data science team",Most of the time,Most of the time,,,,,,,Most of the time,Most of the time,Most of the time,,,,,Most of the time,,,,,,,10-25% of projects,,IT Department,,Limit access to data ,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)",Email,,Generic non-cloud file sharing software (Email/Shared Server/etc.),Sometimes,485,USD,Has increased 20% or more,1 - Highly Dissatisfied,,,,,,,,,,,,,,,,,,
Male,United States,41,"Independent contractor, freelancer, or self-employed",,,Yes,,Scientist/Researcher,Fine,Employed by professional services/consulting firm,Jupyter notebooks,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Online courses,Personal Projects,Textbook",,Somewhat useful,,,,,,,,,Very useful,Very useful,,,Very useful,,,,Data Stories Podcast,,,,,,,,,,,,,,,,,,,Yes,Doctoral degree,Engineering (non-computer focused),More than 10 years,"Data Scientist,Engineer,Machine Learning Engineer,Predictive Modeler",Self-taught,40,50,0,10,0,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Logistic Regression,Support Vector Machines (SVMs)",A professional degree,Manufacturing,,,,,Very important,Build prototypes to explore applying machine learning to new areas,"GPU accelerated Workstation,Laptop or Workstation and private datacenters","Text data,Relational data",Most of the time,10GB,"Bayesian Techniques,Neural Networks,Regression/Logistic Regression,SVMs","Cloudera,Flume,Hadoop/Hive/Pig,Impala,Java,Jupyter notebooks,Mathematica,MATLAB/Octave,Microsoft Excel Data Mining,Python,R,SQL,TensorFlow",,,,,Sometimes,,Sometimes,,Sometimes,,,,,Sometimes,Sometimes,,Often,,,Rarely,Most of the time,,Often,,,,,,,,Often,,Often,,,,,,,,,Often,,,,Often,,,,,,"Bayesian Techniques,Collaborative Filtering,Cross-Validation,Data Visualization,kNN and Other Clustering,Logistic Regression,Naive Bayes,Neural Networks,PCA and Dimensionality Reduction,Prescriptive Modeling,Recommender Systems,Simulation,SVMs,Time Series Analysis",,,Often,,Often,Often,Often,,,,,,,Often,,Often,,Often,,Often,Often,Often,,Often,,,Often,Often,,Often,,,,30,60,10,0,0,0,Enough to refine and innovate on the algorithm,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Dirty data,Inability to integrate findings into organization's decision-making process,Lack of significant domain expert input,Limitations of tools,Maintaining responsible expectations about the potential impact of data science projects,Need to coordinate with IT,Organization is small and cannot afford a data science team,Privacy issues,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",Often,Most of the time,,,Often,,,Often,,,Often,,Often,Often,Often,Often,Often,,Often,,,,Less than 10% of projects,Entirely internal,Standalone Team,,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Email,I don't typically share data",,"Bitbucket,Generic cloud file sharing software (Dropbox/Box/etc.),Generic non-cloud file sharing software (Email/Shared Server/etc.)",Most of the time,200000,USD,Has decreased 20% or more,I prefer not to share,,,,,,,,,,,,,,,,,,
Female,Germany,25,"Not employed, but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Computer Science,I don't write code to analyze data,"DBA/Database Engineer,Software Developer/Software Engineer",University courses,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United Kingdom,35,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that performs advanced analytics,Other,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,University/Non-profit research group websites","Arxiv,Blogs,College/University,Company internal community,Kaggle,Official documentation,Online courses,Personal Projects,Podcasts,Stack Overflow Q&A,Textbook",Very useful,Very useful,Somewhat useful,Somewhat useful,,,Very useful,,,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,,,,FastML Blog,,,,,,,,,,,,,,,,,,,No,Master's degree,Computer Science,Less than a year,Software Developer/Software Engineer,Self-taught,60,20,0,0,20,0,"Computer Vision,Machine Translation","Neural Networks - CNNs,Neural Networks - RNNs",,Internet-based,20 to 99 employees,Increased significantly,Less than one year,A tech-specific job board,Somewhat important,Build and/or run a machine learning service that operationally improves your product or workflows,"GPU accelerated Workstation,Laptop + Cloud service (AWS, Azure, GCE ...),Workstation + Cloud service",Text data,Sometimes,1GB,"CNNs,Neural Networks,RNNs","Amazon Web services,Jupyter notebooks,Microsoft Azure Machine Learning,NoSQL,Python,TensorFlow",,Rarely,,,,,,,,,,,,,,,Most of the time,,,,,Often,,,,,Often,,,,Often,,,,,,,,,,,,,,,Sometimes,,,,,,"CNNs,Natural Language Processing,Neural Networks,RNNs,Segmentation,Text Analytics",,,,Sometimes,,,,,,,,,,,,,,,Most of the time,Most of the time,,,,,Most of the time,Often,,,Often,,,,,0,10,60,20,10,0,Enough to explain the algorithm to someone non-technical,"Maintaining responsible expectations about the potential impact of data science projects,Organization is small and cannot afford a data science team,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",,,,,,,,,,,,,,Sometimes,,Sometimes,,,Sometimes,,,,100% of projects,Approximately half internal and half external,IT Department,,,"Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Graph (e.g. GraphBase/Neo4j),Key-value store (e.g. Redis/Riak),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Company Developed Platform,,Git,Always,50000,GBP,Has increased between 6% and 19%,9,,,,,,,,,,,,,,,,,,
Male,Other,44,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Doctoral degree,Physics,More than 10 years,Data Analyst,University courses,30,20,40,10,0,0,Time Series,Neural Networks - CNNs,,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Poland,30,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Master's degree,Physics,3 to 5 years,"Data Scientist,Programmer,Software Developer/Software Engineer",University courses,25,40,0,10,25,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",A doctoral degree,Financial,100 to 499 employees,Increased slightly,More than 10 years,An external recruiter or headhunter,Important,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","GPU accelerated Workstation,Laptop or Workstation and private datacenters,Workstation + Cloud service","Text data,Relational data",Most of the time,1GB,"Neural Networks,Regression/Logistic Regression","C/C++,Jupyter notebooks,MATLAB/Octave,Microsoft Azure Machine Learning,NoSQL,Python,R,SQL,TensorFlow,Unix shell / awk",,,,Rarely,,,,,,,,,,,,,Often,,,,Sometimes,Sometimes,,,,,Sometimes,,,,Often,,Often,,,,,,,,,Often,,,,Rarely,,Sometimes,,,,"Cross-Validation,Logistic Regression,Neural Networks,Simulation,Time Series Analysis",,,,,,Sometimes,,,,,,,,,,Sometimes,,,,Often,,,,,,,Often,,,Often,,,,10,20,50,10,10,0,Enough to code it from scratch and it will run blazingly fast and be super efficient,"Company politics / Lack of management/financial support for a data science team,Explaining data science to others,Lack of data science talent in the organization,Maintaining responsible expectations about the potential impact of data science projects,Team using multiple ad-hoc development environments such as Python/R/Java/etc.,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",Rarely,,,,,Sometimes,,,Often,,,,,Sometimes,,,,,Often,Most of the time,Often,,10-25% of projects,Entirely internal,IT Department,,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Key-value store (e.g. Redis/Riak),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Company Developed Platform,Email",,"Generic cloud file sharing software (Dropbox/Box/etc.),Git,Subversion",Sometimes,,,,,,,,,,,,,,,,,,,,,,
Male,Other,38,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,,3 to 5 years,,Self-taught,70,0,15,15,0,0,Natural Language Processing,Bayesian Techniques,A bachelor's degree,Technology,20 to 99 employees,Stayed the same,3-5 years,"A friend, family member, or former colleague told me",Important,Build and/or run a machine learning service that operationally improves your product or workflows,"Laptop + Cloud service (AWS, Azure, GCE ...)",Text data,Most of the time,100MB,"Bayesian Techniques,Decision Trees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,India,29,Employed full-time,,,No,Yes,Predictive Modeler,Fine,Employed by a company that performs advanced analytics,TensorFlow,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,Government website","Blogs,Kaggle,Online courses,YouTube Videos,Other",,Somewhat useful,,,,,Very useful,,,,Very useful,,,,,,,Somewhat useful,Other (Separate different answers with semicolon),1-2 years,Nice to have,Necessary,Necessary,Unnecessary,Necessary,Nice to have,Nice to have,Necessary,Necessary,Nice to have,,,,Coursera,Basic laptop (Macbook),2 - 10 hours,Online Courses and Certifications,No,Master's degree,Other,1 to 2 years,"Business Analyst,Engineer,Programmer","Online courses (coursera, udemy, edx, etc.)",30,40,0,0,30,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)","Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs",A bachelor's degree,Internet-based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,1-2,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Not important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Not important,Very Important
